id,ticker,signal_type,session,entry_low,entry_high,tp_price,sl_price,tp_pct,sl_pct,score,wyckoff_phase,cmf_value,obv_direction,broker_crossing,vcp_grade,rs_interp,rationale,timestamp_wib,status,exit_price,exit_timestamp,pnl_pct,days_held,notes
BMP-MDKA-20260818-PRE,MDKA,BUY,PRE_MARKET,2900.0,2929.0,3390.0,2704.0,16.9,6.8,61,D — Sign of Strength,0.037,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff D — Sign of Strength · Weekly 69/100,2026-08-18 02:04:35,OPEN,,,,,
BMP-SMGR-20260818-PRE,SMGR,BUY,PRE_MARKET,1580.0,1596.0,1802.0,1491.0,14.1,5.6,50,B — Indeterminate,0.1417,Rising ▲,—,NONE,IN LINE →,CMF +0.142 (inflow) · OBV naik ▲,2026-08-18 02:04:37,LOSS,1491.0,2026-08-26 09:12:33,-5.63,6,SL hit
BMP-TOWR-20260819-SIG,TOWR,BUY,POST_OPEN,424.0,428.0,474.0,404.0,11.8,4.7,66,C — Spring ⭐,0.0438,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐ · Intraday 424,2026-08-19 03:26:25,WIN,474.0,2026-08-26 03:34:06,11.79,5,TP hit
BMP-PWON-20260819-SIG,PWON,BUY,POST_OPEN,268.0,271.0,298.0,256.0,11.2,4.5,53,C — Spring ⭐,-0.2289,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐ · Vol 4.0x,2026-08-19 03:26:26,OPEN,,,,,
BMP-ESSA-20260819-POST,ESSA,BUY,POST_MARKET,620.0,626.0,690.0,592.0,11.3,4.5,46,B — Indeterminate,0.2033,Rising ▲,—,NONE,IN LINE →,CMF +0.203 (inflow kuat) · OBV naik ▲,2026-08-19 09:46:08,WIN,690.0,2026-09-01 07:34:48,11.29,9,TP hit
BMP-ESSA-20260820-PRE,ESSA,BUY,PRE_MARKET,620.0,626.0,690.0,592.0,11.3,4.5,46,B — Indeterminate,0.2033,Rising ▲,—,NONE,IN LINE →,CMF +0.203 (inflow kuat) · OBV naik ▲,2026-08-20 02:05:39,WIN,690.0,2026-09-01 07:34:48,11.29,8,TP hit
BMP-TOWR-20260820-SIG,TOWR,BUY,POST_OPEN,424.0,428.0,479.0,402.0,13.0,5.2,60,C — Spring ⭐,-0.0646,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 69/100 · Intraday 424,2026-08-20 03:26:17,WIN,479.0,2026-08-26 03:34:08,12.97,4,TP hit
BMP-PWON-20260820-SIG,PWON,BUY,POST_OPEN,264.0,267.0,294.0,252.0,11.4,4.5,52,C — Spring ⭐,-0.2881,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐,2026-08-20 03:26:17,OPEN,,,,,
BMP-TOWR-20260820-MID,TOWR,BUY,MIDDAY,428.0,432.0,483.0,406.0,12.9,5.1,64,C — Spring ⭐,-0.0606,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 77/100,2026-08-20 05:59:56,WIN,483.0,2026-08-26 03:34:08,12.85,4,TP hit
BMP-PWON-20260820-MID,PWON,BUY,MIDDAY,264.0,267.0,294.0,252.0,11.4,4.5,54,C — Spring ⭐,-0.276,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐,2026-08-20 05:59:57,OPEN,,,,,
BMP-TOWR-20260820-POST,TOWR,BUY,POST_MARKET,428.0,432.0,483.0,406.0,12.9,5.1,64,C — Spring ⭐,-0.0664,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 77/100,2026-08-20 09:47:34,WIN,483.0,2026-08-26 03:34:08,12.85,4,TP hit
BMP-PWON-20260820-POST,PWON,BUY,POST_MARKET,268.0,271.0,298.0,256.0,11.2,4.5,61,C — Spring ⭐,-0.1938,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐ · Vol 1.5x,2026-08-20 09:47:35,OPEN,,,,,
BMP-PWON-20260821-PRE,PWON,BUY,PRE_MARKET,270.0,273.0,300.0,258.0,11.1,4.4,62,C — Spring ⭐,-0.1841,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐,2026-08-21 02:11:48,OPEN,,,,,
BMP-TOWR-20260821-PRE,TOWR,BUY,PRE_MARKET,424.0,428.0,479.0,402.0,13.0,5.2,59,C — Spring ⭐,-0.0748,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 69/100,2026-08-21 02:11:49,WIN,479.0,2026-08-26 03:34:09,12.97,3,TP hit
BMP-TOWR-20260821-SIG,TOWR,BUY,POST_OPEN,428.0,432.0,483.0,406.0,12.9,5.1,66,C — Spring ⭐,-0.0681,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 77/100 · Intraday 428,2026-08-21 03:31:23,WIN,483.0,2026-08-26 03:34:09,12.85,3,TP hit
BMP-PWON-20260821-SIG,PWON,BUY,POST_OPEN,268.0,271.0,298.0,256.0,11.2,4.5,57,C — Spring ⭐,-0.1853,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐,2026-08-21 03:31:23,OPEN,,,,,
BMP-DSNG-20260821-SIG,DSNG,BUY,POST_OPEN,1465.0,1480.0,1662.0,1386.0,13.4,5.4,54,B — Indeterminate,0.1389,Rising ▲,—,NONE,IN LINE →,CMF +0.139 (inflow) · OBV naik ▲ · Weekly 89/100,2026-08-21 03:31:24,WIN,1662.0,2026-09-01 07:34:49,13.45,7,TP hit
BMP-TOWR-20260821-MID,TOWR,BUY,MIDDAY,430.0,434.0,485.0,408.0,12.8,5.1,68,C — Spring ⭐,-0.0626,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 77/100,2026-08-21 06:01:07,WIN,485.0,2026-08-26 03:34:10,12.79,3,TP hit
BMP-BBRI-20260821-MID,BBRI,BUY,MIDDAY,3220.0,3252.0,3450.0,3128.0,7.1,2.9,57,B — Indeterminate,0.2588,Rising ▲,—,C,IN LINE →,CMF +0.259 (inflow kuat) · OBV naik ▲ · Weekly 77/100,2026-08-21 06:01:07,OPEN,,,,,
BMP-BBNI-20260821-MID,BBNI,BUY,MIDDAY,3690.0,3727.0,3942.0,3589.0,6.8,2.7,56,B — Indeterminate,0.1368,Rising ▲,—,NONE,IN LINE →,CMF +0.137 (inflow) · OBV naik ▲ · Weekly 69/100,2026-08-21 06:01:08,OPEN,,,,,
BMP-TOWR-20260821-POST,TOWR,BUY,POST_MARKET,434.0,438.0,492.0,411.0,13.4,5.3,71,C — Spring ⭐,-0.028,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 77/100,2026-08-21 09:49:29,OPEN,,,,,
BMP-BBRI-20260821-POST,BBRI,BUY,POST_MARKET,3230.0,3262.0,3465.0,3136.0,7.3,2.9,64,B — Indeterminate,0.2665,Rising ▲,—,C,IN LINE →,CMF +0.266 (inflow kuat) · OBV naik ▲ · Weekly 77/100 · Vol 1.8x,2026-08-21 09:49:30,LOSS,3136.0,2026-08-26 03:10:54,-2.91,3,SL hit
BMP-BBNI-20260821-POST,BBNI,BUY,POST_MARKET,3730.0,3767.0,4002.0,3621.0,7.3,2.9,56,B — Indeterminate,0.1378,Rising ▲,—,NONE,IN LINE →,CMF +0.138 (inflow) · OBV naik ▲ · Weekly 69/100 · Vol 2.5x,2026-08-21 09:49:30,OPEN,,,,,
BMP-DOID-20260824-PRE,DOID,BUY,PRE_MARKET,232.0,234.0,262.0,220.0,12.9,5.2,70,C — Spring ⭐,0.0431,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 69/100,2026-08-24 02:10:39,OPEN,,,,,
BMP-TOWR-20260824-PRE,TOWR,BUY,PRE_MARKET,444.0,448.0,499.0,422.0,12.4,5.0,68,C — Spring ⭐,-0.0649,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 77/100,2026-08-24 02:10:40,OPEN,,,,,
BMP-PWON-20260824-PRE,PWON,BUY,PRE_MARKET,270.0,273.0,298.0,259.0,10.4,4.1,54,C — Spring ⭐,-0.1089,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐,2026-08-24 02:10:41,OPEN,,,,,
BMP-TOWR-20260824-SIG,TOWR,BUY,POST_OPEN,444.0,448.0,499.0,422.0,12.4,5.0,65,C — Spring ⭐,-0.0581,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 77/100 · Intraday 444,2026-08-24 03:33:01,OPEN,,,,,
BMP-DOID-20260824-SIG,DOID,BUY,POST_OPEN,232.0,234.0,264.0,219.0,13.8,5.6,64,C — Spring ⭐,0.0174,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 69/100,2026-08-24 03:33:01,OPEN,,,,,
BMP-PWON-20260824-SIG,PWON,BUY,POST_OPEN,268.0,271.0,298.0,256.0,11.2,4.5,57,C — Spring ⭐,-0.1104,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐,2026-08-24 03:33:02,OPEN,,,,,
BMP-DOID-20260824-MID,DOID,BUY,MIDDAY,230.0,232.0,262.0,217.0,13.9,5.7,59,C — Spring ⭐,-0.0341,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 69/100,2026-08-24 06:06:12,OPEN,,,,,
BMP-PWON-20260824-MID,PWON,BUY,MIDDAY,268.0,271.0,298.0,256.0,11.2,4.5,58,C — Spring ⭐,-0.103,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐,2026-08-24 06:06:12,OPEN,,,,,
BMP-DOID-20260824-POST,DOID,BUY,POST_MARKET,238.0,240.0,270.0,225.0,13.4,5.5,76,C — Spring ⭐,0.1165,Rising ▲,—,NONE,IN LINE →,CMF +0.117 (inflow) · OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 69/100 · Vol 2.4x,2026-08-24 09:59:17,LOSS,225.0,2026-08-26 09:12:37,-5.46,2,SL hit
BMP-PWON-20260824-POST,PWON,BUY,POST_MARKET,268.0,271.0,298.0,256.0,11.2,4.5,58,C — Spring ⭐,-0.1008,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐,2026-08-24 09:59:18,OPEN,,,,,
BMP-DOID-20260825-PRE,DOID,BUY,PRE_MARKET,238.0,240.0,270.0,225.0,13.4,5.5,77,C — Spring ⭐,0.1165,Rising ▲,—,NONE,IN LINE →,CMF +0.117 (inflow) · OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 77/100 · Vol 2.4x,2026-08-25 02:06:50,LOSS,225.0,2026-08-26 09:12:37,-5.46,1,SL hit
BMP-PWON-20260825-PRE,PWON,BUY,PRE_MARKET,268.0,271.0,298.0,256.0,11.2,4.5,62,C — Spring ⭐,-0.1008,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 69/100,2026-08-25 02:06:51,OPEN,,,,,
BMP-DOID-20260825-SIG,DOID,BUY,POST_OPEN,238.0,240.0,270.0,225.0,13.4,5.5,77,C — Spring ⭐,0.1165,Rising ▲,—,NONE,IN LINE →,CMF +0.117 (inflow) · OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 77/100 · Vol 2.4x,2026-08-25 03:27:46,LOSS,225.0,2026-08-26 09:12:37,-5.46,1,SL hit
BMP-PWON-20260825-SIG,PWON,BUY,POST_OPEN,268.0,271.0,298.0,256.0,11.2,4.5,62,C — Spring ⭐,-0.1008,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 69/100,2026-08-25 03:27:46,OPEN,,,,,
BMP-DOID-20260825-MID,DOID,BUY,MIDDAY,238.0,240.0,270.0,225.0,13.4,5.5,77,C — Spring ⭐,0.1165,Rising ▲,—,NONE,IN LINE →,CMF +0.117 (inflow) · OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 77/100 · Vol 2.4x,2026-08-25 06:00:53,LOSS,225.0,2026-08-26 09:12:38,-5.46,1,SL hit
BMP-PWON-20260825-MID,PWON,BUY,MIDDAY,268.0,271.0,298.0,256.0,11.2,4.5,62,C — Spring ⭐,-0.1008,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 69/100,2026-08-25 06:00:54,OPEN,,,,,
BMP-DOID-20260825-POST,DOID,BUY,POST_MARKET,238.0,240.0,270.0,225.0,13.4,5.5,77,C — Spring ⭐,0.1165,Rising ▲,—,NONE,IN LINE →,CMF +0.117 (inflow) · OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 77/100 · Vol 2.4x,2026-08-25 09:48:28,LOSS,225.0,2026-08-26 09:12:38,-5.46,1,SL hit
BMP-PWON-20260825-POST,PWON,BUY,POST_MARKET,268.0,271.0,298.0,256.0,11.2,4.5,62,C — Spring ⭐,-0.1008,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 69/100,2026-08-25 09:48:29,OPEN,,,,,
BMP-DOID-20260826-PRE,DOID,BUY,PRE_MARKET,240.0,242.0,275.0,226.0,14.6,5.8,65,C — Spring ⭐,0.0998,Rising ▲,—,NONE,IN LINE →,CMF +0.100 (inflow) · OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 69/100,2026-08-26 02:12:27,LOSS,226.0,2026-08-26 08:48:35,-5.83,0,SL hit
BMP-DOID-20260826-MID,DOID,BUY,MIDDAY,232.0,234.0,270.0,217.0,16.4,6.5,62,C — Spring ⭐,0.0687,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐,2026-08-26 06:02:48,OPEN,,,,,
BMP-DOID-20260826-POST,DOID,BUY,POST_MARKET,224.0,226.0,262.0,209.0,17.0,6.7,56,C — Spring ⭐,0.0305,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐ · Vol 1.6x,2026-08-26 09:54:04,OPEN,,,,,
BMP-PTBA-20260826-POST,PTBA,BUY,POST_MARKET,2420.0,2444.0,2582.0,2355.0,6.7,2.7,37,B — Indeterminate,0.1912,Rising ▲,—,NONE,IN LINE →,CMF +0.191 (inflow kuat) · OBV naik ▲ · Vol 1.6x,2026-08-26 09:54:04,WIN,2582.0,2026-09-01 07:34:50,6.69,4,TP hit
BMP-BBNI-20260827-POST,BBNI,BUY,POST_MARKET,3710.0,3747.0,3980.0,3602.0,7.3,2.9,59,B — Indeterminate,0.1113,Rising ▲,—,NONE,IN LINE →,CMF +0.111 (inflow) · OBV naik ▲ · Weekly 89/100,2026-08-27 10:29:18,OPEN,,,,,
BMP-DOID-20260827-POST,DOID,BUY,POST_MARKET,224.0,226.0,262.0,209.0,17.0,6.7,57,C — Spring ⭐,0.0305,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 69/100 · Vol 1.6x,2026-08-27 19:48:52,OPEN,,,,,
BMP-PTBA-20260827-POST,PTBA,BUY,POST_MARKET,2420.0,2444.0,2582.0,2355.0,6.7,2.7,40,B — Indeterminate,0.1912,Rising ▲,—,NONE,IN LINE →,CMF +0.191 (inflow kuat) · OBV naik ▲ · Vol 1.6x,2026-08-27 19:48:52,WIN,2582.0,2026-09-01 07:34:51,6.69,3,TP hit
BMP-BBNI-20260828-POST,BBNI,BUY,POST_MARKET,3780.0,3818.0,4048.0,3673.0,7.1,2.8,66,B — Indeterminate,0.2654,Rising ▲,—,C,IN LINE →,CMF +0.265 (inflow kuat) · OBV naik ▲ · Weekly 89/100,2026-08-28 12:11:18,OPEN,,,,,
BMP-JSMR-20260831-MID,JSMR,BUY,MIDDAY,2870.0,2899.0,3072.0,2789.0,7.0,2.8,57,B — Indeterminate,0.0788,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Weekly 83/100,2026-08-31 06:05:21,OPEN,,,,,
BMP-BBNI-20260831-MID,BBNI,BUY,MIDDAY,3870.0,3909.0,4165.0,3752.0,7.6,3.0,67,B — Indeterminate,0.3399,Rising ▲,—,C,IN LINE →,CMF +0.340 (inflow kuat) · OBV naik ▲ · Weekly 89/100 · Vol 1.9x,2026-08-31 08:52:36,OPEN,,,,,
BMP-TOWR-20260831-MID,TOWR,BUY,MIDDAY,458.0,463.0,530.0,429.0,15.7,6.3,57,B — Indeterminate,0.1381,Rising ▲,—,NONE,OUTPERFORM ▲,CMF +0.138 (inflow) · OBV naik ▲ · RS OUTPERFORM ▲ · Weekly 77/100,2026-08-31 08:52:37,OPEN,,,,,
BMP-MDKA-20260831-MID,MDKA,BUY,MIDDAY,2950.0,2980.0,3410.0,2766.0,15.6,6.2,54,D — Sign of Strength,-0.1534,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff D — Sign of Strength · Weekly 69/100,2026-08-31 08:52:37,OPEN,,,,,
BMP-BBNI-20260831-POST,BBNI,BUY,POST_MARKET,3860.0,3899.0,4155.0,3742.0,7.6,3.1,67,B — Indeterminate,0.3282,Rising ▲,—,C,IN LINE →,CMF +0.328 (inflow kuat) · OBV naik ▲ · Weekly 89/100 · Vol 2.8x,2026-08-31 11:48:11,OPEN,,,,,
BMP-BBRI-20260831-POST,BBRI,BUY,POST_MARKET,3250.0,3282.0,3498.0,3151.0,7.6,3.0,64,B — Indeterminate,0.21,Rising ▲,—,C,IN LINE →,CMF +0.210 (inflow kuat) · OBV naik ▲ · Weekly 75/100 · Vol 1.9x,2026-08-31 11:48:12,OPEN,,,,,
BMP-INDF-20260831-POST,INDF,BUY,POST_MARKET,7500.0,7575.0,8002.0,7299.0,6.7,2.7,63,B — Building Cause,0.1832,Rising ▲,—,C,IN LINE →,CMF +0.183 (inflow kuat) · OBV naik ▲ · Weekly 69/100 · Vol 2.2x,2026-08-31 11:48:13,LOSS,7299.0,2026-09-01 07:34:51,-2.68,1,SL hit
BMP-ESSA-20260901-MID,ESSA,BUY,MIDDAY,700.0,707.0,815.0,654.0,16.4,6.6,76,D — Sign of Strength,0.2962,Rising ▲,—,NONE,IN LINE →,CMF +0.296 (inflow kuat) · OBV naik ▲ · Wyckoff D — Sign of Strength · Weekly 89/100 · Vol 2.3x,2026-09-01 05:37:36,OPEN,,,,,
BMP-BBRI-20260901-MID,BBRI,BUY,MIDDAY,3320.0,3353.0,3572.0,3219.0,7.6,3.0,68,B — Indeterminate,0.3463,Rising ▲,—,C,IN LINE →,CMF +0.346 (inflow kuat) · OBV naik ▲ · Weekly 100/100,2026-09-01 05:37:37,OPEN,,,,,
BMP-JSMR-20260901-MID,JSMR,BUY,MIDDAY,2990.0,3020.0,3222.0,2897.0,7.8,3.1,61,B — Indeterminate,0.3285,Rising ▲,—,NONE,IN LINE →,CMF +0.329 (inflow kuat) · OBV naik ▲ · Weekly 89/100,2026-09-01 05:37:38,OPEN,,,,,
BMP-BBRI-20260901-POST,BBRI,BUY,POST_MARKET,3380.0,3414.0,3642.0,3275.0,7.8,3.1,70,B — Indeterminate,0.426,Rising ▲,—,C,IN LINE →,CMF +0.426 (inflow kuat) · OBV naik ▲ · Weekly 100/100 · Vol 2.0x,2026-09-01 10:23:25,OPEN,,,,,
BMP-BBCA-20260901-POST,BBCA,BUY,POST_MARKET,6600.0,6666.0,7060.0,6416.0,7.0,2.8,60,B — Indeterminate,0.2002,Rising ▲,—,C,IN LINE →,CMF +0.200 (inflow kuat) · OBV naik ▲ · Weekly 79/100,2026-09-01 10:23:26,OPEN,,,,,
BMP-BMRI-20260901-POST,BMRI,BUY,POST_MARKET,4320.0,4363.0,4578.0,4217.0,6.0,2.4,57,B — Building Cause,0.0748,Rising ▲,—,C,IN LINE →,OBV naik ▲ · Weekly 73/100 · Vol 1.6x,2026-09-01 10:23:27,OPEN,,,,,
BMP-JSMR-20260901-POST,JSMR,BUY,POST_MARKET,2970.0,3000.0,3205.0,2876.0,7.9,3.2,62,B — Indeterminate,0.2668,Rising ▲,—,NONE,IN LINE →,CMF +0.267 (inflow kuat) · OBV naik ▲ · Weekly 89/100 · Vol 1.7x,2026-09-01 14:07:11,OPEN,,,,,
BMP-INDF-20260901-POST,INDF,BUY,POST_MARKET,7200.0,7272.0,7740.0,6984.0,7.5,3.0,40,B — Building Cause,0.1026,Rising ▲,—,NONE,IN LINE →,CMF +0.103 (inflow) · OBV naik ▲ · Weekly 69/100,2026-09-01 14:07:11,OPEN,,,,,
